EmployeeID,FullName,FirstName,LastName,Email,Gender,DateOfBirth,Age,HireDate,TerminationDate,IsActive,YearsAtCompany,DepartmentID,JobRoleID,LocationID,EducationID,ManagerID
193,Seif Tawfiq,Seif,Tawfiq,seif.tawfiq@hotmail.com,Male,1995-12-28,,2023-10-22,2024-12-22,1,,1,3,1,1,4.0
194,Ahmed Badr,Ahmed,Badr,ahmed.badr@outlook.com,Male,1999-08-09,,2022-08-27,,1,,5,3,3,1,1.0
195,Zakaria Youssef,Zakaria,Youssef,zakaria.youssef@gmail.com,Male,1987-06-21,,2025-02-26,,1,,4,4,3,1,4.0
196,Raed El-Hadidy,Raed,El-Hadidy,raed.el-hadidy@gmail.com,Male,1994-12-09,,2017-07-22,,0,,4,3,1,1,21.0
197,Iman Wahba,Iman,Wahba,iman.wahba@yahoo.com,Female,1996-05-09,,2019-11-04,,1,,2,4,1,3,3.0
198,Diaa Elkhouly,Diaa,Elkhouly,diaa.elkhouly@hotmail.com,Male,1988-03-13,,2015-08-08,,0,,2,5,2,1,41.0
199,Bakr El-Fakharany,Bakr,El-Fakharany,bakr.el-fakharany@icloud.com,Male,1997-03-09,,2017-10-02,,0,,5,3,3,2,17.0
200,Inas Elmaghraby,Inas,Elmaghraby,inas.elmaghraby@gmail.com,Female,1982-03-16,,2023-03-28,,1,,3,2,4,2,10.0
201,Abdelaziz Ragab,Abdelaziz,Ragab,abdelaziz.ragab@outlook.com,Male,1986-01-28,,2018-12-27,,1,,2,4,3,1,4.0
202,Raouf Ragab,Raouf,Ragab,raouf.ragab@icloud.com,Male,1993-11-27,,2016-04-06,,1,,4,3,2,3,19.0
203,Jamila Antoun,Jamila,Antoun,jamila.antoun@yahoo.com,Female,1997-10-19,,2016-03-01,,1,,3,4,4,3,32.0
204,Jamila Henein,Jamila,Henein,jamila.henein@hotmail.com,Female,1994-11-11,,2023-04-05,,1,,1,5,3,1,35.0
205,Khadija Shams el-Din,Khadija,Shams el-Din,khadija.el-din@outlook.com,Female,1994-06-28,,2020-06-05,,1,,2,5,4,2,37.0
206,Asmaa El-Kerdany,Asmaa,El-Kerdany,asmaa.el-kerdany@gmail.com,Female,1986-01-03,,2016-03-08,,1,,5,3,3,1,33.0
207,Suhair Fahmy,Suhair,Fahmy,suhair.fahmy@icloud.com,Female,1984-12-28,,2015-01-19,,1,,2,5,1,2,3.0
208,Ebtisam Mohamed,Ebtisam,Mohamed,ebtisam.mohamed@gmail.com,Female,1990-05-01,,2015-10-04,,1,,5,5,2,3,15.0
209,Nadia Nagy,Nadia,Nagy,nadia.nagy@gmail.com,Female,1995-12-22,,2019-05-15,,1,,4,3,2,1,21.0
210,Talaat Kyrillos,Talaat,Kyrillos,talaat.kyrillos@hotmail.com,Male,1983-11-24,,2022-06-25,,0,,5,4,2,1,5.0
211,Eman Kyrillos,Eman,Kyrillos,eman.kyrillos@outlook.com,Female,1987-12-07,,2022-12-13,,1,,4,3,1,1,32.0
212,Helmy Antoun,Helmy,Antoun,helmy.antoun@icloud.com,Male,1981-10-16,,2017-02-25,,1,,5,3,2,2,10.0
213,Ghada Elias,Ghada,Elias,ghada.elias@hotmail.com,Female,1987-10-01,,2019-05-14,,1,,3,4,2,2,3.0
214,Sajida Sargious,Sajida,Sargious,sajida.sargious@gmail.com,Female,1984-12-12,,2021-07-16,,1,,2,5,3,1,10.0
215,Faten Elhennawy,Faten,Elhennawy,faten.elhennawy@yahoo.com,Female,1988-09-27,,2020-06-15,,1,,4,3,2,3,7.0
216,Shawky Elmansy,Shawky,Elmansy,shawky.elmansy@outlook.com,Male,1994-03-02,,2019-01-22,,1,,5,5,4,2,12.0
217,Lina Rafla,Lina,Rafla,lina.rafla@hotmail.com,Female,1994-03-04,,2016-02-19,2024-10-07,1,,5,3,2,1,48.0
218,Sahar Elbanna,Sahar,Elbanna,sahar.elbanna@yahoo.com,Female,1985-12-15,,2017-05-20,,0,,5,1,3,2,17.0
219,Essam Zaki,Essam,Zaki,essam.zaki@hotmail.com,Male,2000-11-11,,2017-09-04,,0,,4,4,1,1,33.0
220,Hisham Ibrahim,Hisham,Ibrahim,hisham.ibrahim@gmail.com,Male,1985-08-19,,2024-06-21,,1,,3,1,1,2,4.0
221,Abdelmonem Eltawil,Abdelmonem,Eltawil,abdelmonem.eltawil@icloud.com,Male,1984-08-25,,2022-12-05,,1,,2,1,2,1,33.0
222,Hana Abraam,Hana,Abraam,hana.abraam@hotmail.com,Female,1997-04-11,,2017-04-05,2025-06-28,1,,2,3,1,3,1.0
223,Shaimaa Tarek,Shaimaa,Tarek,shaimaa.tarek@icloud.com,Female,1980-11-10,,2018-08-07,,1,,4,1,2,2,46.0
224,Rola Abdelsalam,Rola,Abdelsalam,rola.abdelsalam@yahoo.com,Female,1985-07-19,,2022-05-09,,1,,2,2,3,3,35.0
225,Ayman Tawfiq,Ayman,Tawfiq,ayman.tawfiq@yahoo.com,Male,1984-07-08,,2019-08-07,,0,,1,3,4,2,41.0
226,Zakaria George,Zakaria,George,zakaria.george@hotmail.com,Male,1987-07-19,,2020-06-11,,0,,3,3,2,1,41.0
227,Doaa El-Tabei,Doaa,El-Tabei,doaa.el-tabei@gmail.com,Female,1980-10-26,,2016-10-27,,1,,5,2,2,1,29.0
228,Manal Antoun,Manal,Antoun,manal.antoun@outlook.com,Female,1994-08-16,,2022-05-10,,0,,2,2,1,2,27.0
229,Ebtisam Butros,Ebtisam,Butros,ebtisam.butros@icloud.com,Female,1999-07-03,,2020-02-18,,1,,5,1,4,2,33.0
230,Bakr Philo,Bakr,Philo,bakr.philo@gmail.com,Male,1988-07-19,,2023-02-03,,1,,1,3,1,2,49.0
231,Ragab Desouki,Ragab,Desouki,ragab.desouki@outlook.com,Male,1983-07-04,,2024-02-28,,1,,2,4,1,1,33.0
232,Samy Nagy,Samy,Nagy,samy.nagy@hotmail.com,Male,1986-02-16,,2017-10-23,,1,,1,2,4,1,20.0
233,Mostafa Elbeshbishy,Mostafa,Elbeshbishy,mostafa.elbeshbishy@yahoo.com,Male,1993-06-17,,2015-12-26,,1,,2,1,3,2,2.0
234,Dunya Fahim,Dunya,Fahim,dunya.fahim@hotmail.com,Female,1988-11-28,,2022-09-16,,1,,4,3,1,1,33.0
235,Montasser Qandil,Montasser,Qandil,montasser.qandil@hotmail.com,Male,1994-05-13,,2022-11-26,,1,,1,2,3,3,47.0
236,Zakaria Mahmoud,Zakaria,Mahmoud,zakaria.mahmoud@outlook.com,Male,1981-09-11,,2016-11-07,,1,,3,2,1,3,36.0
237,Nour Zaki,Nour,Zaki,nour.zaki@gmail.com,Female,1995-05-11,,2018-12-14,,1,,3,4,3,3,46.0
238,Farah Tawfiq,Farah,Tawfiq,farah.tawfiq@yahoo.com,Female,1982-06-09,,2023-08-01,,0,,3,3,1,3,45.0
239,Maysa Elhennawy,Maysa,Elhennawy,maysa.elhennawy@gmail.com,Female,1991-06-02,,2018-06-16,,0,,2,4,3,3,32.0
240,Nouran Elmaghraby,Nouran,Elmaghraby,nouran.elmaghraby@hotmail.com,Female,1990-06-16,,2021-07-22,,0,,2,2,3,2,33.0
241,Hossam Elmesmary,Hossam,Elmesmary,hossam.elmesmary@gmail.com,Male,1989-02-09,,2019-10-11,,1,,1,4,2,3,30.0
242,Yasin Khalil,Yasin,Khalil,yasin.khalil@yahoo.com,Male,1988-09-19,,2021-03-24,,1,,3,2,3,1,27.0
243,Shawky El-Hadidy,Shawky,El-Hadidy,shawky.el-hadidy@hotmail.com,Male,1988-07-28,,2023-09-10,,1,,4,5,3,3,1.0
244,Naguib Wissa,Naguib,Wissa,naguib.wissa@icloud.com,Male,1989-06-14,,2018-06-11,,1,,2,2,1,2,48.0
245,Noor Badr,Noor,Badr,noor.badr@hotmail.com,Female,1988-12-19,,2017-08-01,,0,,5,3,1,2,33.0
246,Ziad Ezzat,Ziad,Ezzat,ziad.ezzat@gmail.com,Male,1980-10-03,,2023-02-16,,0,,3,4,1,1,19.0
247,Essam Rashad,Essam,Rashad,essam.rashad@hotmail.com,Male,1991-03-04,,2019-06-07,2022-06-04,0,,5,5,1,3,1.0
248,Shafik Rady,Shafik,Rady,shafik.rady@gmail.com,Male,1996-01-09,,2025-05-08,,1,,5,1,2,1,1.0
249,Ayman Nakhla,Ayman,Nakhla,ayman.nakhla@hotmail.com,Male,1997-02-13,,2024-03-12,,1,,4,1,1,1,48.0
250,Khadija Elrefaey,Khadija,Elrefaey,khadija.elrefaey@icloud.com,Female,1999-12-13,,2017-09-19,,1,,1,5,2,1,36.0
251,Yasmeen Mina,Yasmeen,Mina,yasmeen.mina@hotmail.com,Female,1986-06-23,,2022-07-04,,1,,3,4,4,1,20.0
252,Aisha Qandil,Aisha,Qandil,aisha.qandil@yahoo.com,Female,1986-12-03,,2016-09-19,,0,,1,2,1,2,31.0
253,Abdelrahman Badr,Abdelrahman,Badr,abdelrahman.badr@outlook.com,Male,1986-12-24,,2019-09-28,,1,,5,2,2,3,17.0
254,Sawsan Elleithy,Sawsan,Elleithy,sawsan.elleithy@gmail.com,Female,1994-06-08,,2024-10-03,,1,,4,2,3,3,26.0
255,Osama Tarek,Osama,Tarek,osama.tarek@icloud.com,Male,1982-07-25,,2016-11-06,2024-02-11,1,,1,2,1,3,25.0
256,Talaat Elmesmary,Talaat,Elmesmary,talaat.elmesmary@hotmail.com,Male,1993-09-12,,2019-04-04,,0,,4,4,2,2,26.0
257,Iqbal Elbanna,Iqbal,Elbanna,iqbal.elbanna@gmail.com,Female,1995-02-28,,2018-01-17,,1,,2,1,3,3,27.0
258,Seif Wagih,Seif,Wagih,seif.wagih@icloud.com,Male,1986-04-15,,2016-11-27,,0,,1,2,4,1,41.0
259,Abdelmonem Bishay,Abdelmonem,Bishay,abdelmonem.bishay@yahoo.com,Male,1986-01-08,,2021-12-13,,1,,1,5,2,3,24.0
260,Mostafa Khalil,Mostafa,Khalil,mostafa.khalil@icloud.com,Male,1989-12-22,,2016-08-20,,0,,5,1,4,2,15.0
261,Omar Ibrahim,Omar,Ibrahim,omar.ibrahim@outlook.com,Male,1993-10-18,,2023-05-03,,1,,4,5,1,3,44.0
262,Adel Elrefaey,Adel,Elrefaey,adel.elrefaey@outlook.com,Male,1998-04-11,,2022-05-07,,1,,2,2,4,2,27.0
263,Rizk Elmaghraby,Rizk,Elmaghraby,rizk.elmaghraby@hotmail.com,Male,1986-11-03,,2019-04-19,2024-04-13,0,,1,1,2,3,40.0
264,Kareem Siddiq,Kareem,Siddiq,kareem.siddiq@icloud.com,Male,1993-09-14,,2020-05-16,,0,,5,2,1,3,34.0
265,Zainab Zekry,Zainab,Zekry,zainab.zekry@gmail.com,Female,1980-06-21,,2019-04-21,,1,,4,4,3,2,18.0
266,Nasser Fathy,Nasser,Fathy,nasser.fathy@icloud.com,Male,1986-03-21,,2020-03-05,,1,,2,1,1,1,3.0
267,Layan Dawood,Layan,Dawood,layan.dawood@icloud.com,Female,1998-05-16,,2020-04-17,2024-02-03,1,,1,5,4,3,3.0
268,Abdelaziz Yacoub,Abdelaziz,Yacoub,abdelaziz.yacoub@hotmail.com,Male,2000-02-26,,2024-07-11,,0,,5,2,1,3,5.0
269,Mazen Abdelwahab,Mazen,Abdelwahab,mazen.abdelwahab@outlook.com,Male,1982-12-06,,2018-05-06,,0,,1,1,1,1,48.0
270,Noha Elbanna,Noha,Elbanna,noha.elbanna@icloud.com,Female,1985-10-18,,2015-06-23,,0,,3,5,1,2,1.0
271,Nayera Hafez,Nayera,Hafez,nayera.hafez@yahoo.com,Female,1987-07-10,,2015-10-03,2016-07-02,0,,3,2,1,3,13.0
272,Maged Butros,Maged,Butros,maged.butros@gmail.com,Male,1987-12-20,,2020-02-09,,1,,1,1,4,2,35.0
273,Basma Fouad,Basma,Fouad,basma.fouad@yahoo.com,Female,1996-10-26,,2020-11-16,,1,,4,2,3,3,26.0
274,Ziad Sharaf,Ziad,Sharaf,ziad.sharaf@gmail.com,Male,1998-12-02,,2015-06-16,,0,,4,2,2,1,40.0
275,Hanan Wagih,Hanan,Wagih,hanan.wagih@yahoo.com,Female,1984-02-05,,2018-10-15,,1,,2,2,3,1,2.0
276,Samira Henein,Samira,Henein,samira.henein@outlook.com,Female,2000-11-18,,2020-06-11,,1,,2,2,4,2,15.0
277,Ragab El-Messiry,Ragab,El-Messiry,ragab.el-messiry@icloud.com,Male,1981-04-17,,2021-07-10,,0,,1,5,1,3,50.0
278,Sawsan Elsonbati,Sawsan,Elsonbati,sawsan.elsonbati@icloud.com,Female,1993-01-24,,2018-11-12,,1,,2,3,4,3,43.0
279,Sajida Mahmoud,Sajida,Mahmoud,sajida.mahmoud@gmail.com,Female,1997-05-09,,2017-10-13,,1,,3,3,3,3,18.0
280,Sameera Wadie,Sameera,Wadie,sameera.wadie@yahoo.com,Female,1993-08-21,,2020-10-26,,0,,3,2,4,3,48.0
281,Nawal Sadek,Nawal,Sadek,nawal.sadek@gmail.com,Female,1980-09-10,,2021-08-26,,1,,1,3,2,2,4.0
282,Bassem Abdelmonem,Bassem,Abdelmonem,bassem.abdelmonem@hotmail.com,Male,1992-07-09,,2019-06-02,,1,,3,3,2,2,24.0
283,Shorouk Wassef,Shorouk,Wassef,shorouk.wassef@gmail.com,Female,1981-11-05,,2023-03-18,,1,,5,2,2,1,17.0
284,Maram Helal,Maram,Helal,maram.helal@hotmail.com,Female,2000-09-22,,2021-11-13,,1,,4,3,3,1,23.0
285,Sondos Tarek,Sondos,Tarek,sondos.tarek@hotmail.com,Female,1991-09-12,,2017-02-06,,1,,5,5,4,2,28.0
286,Abdelkareem Rizk,Abdelkareem,Rizk,abdelkareem.rizk@outlook.com,Male,1999-10-01,,2016-07-21,,1,,1,3,2,1,30.0
287,Othman El-Sherbiny,Othman,El-Sherbiny,othman.el-sherbiny@yahoo.com,Male,1988-09-27,,2015-11-01,,0,,5,1,2,3,15.0
288,Rehab Zohny,Rehab,Zohny,rehab.zohny@icloud.com,Female,1986-09-27,,2018-07-19,2022-05-03,1,,2,5,4,1,13.0
289,Mamdouh El-Assal,Mamdouh,El-Assal,mamdouh.el-assal@hotmail.com,Male,2000-04-07,,2025-09-15,,0,,2,3,4,2,14.0
290,Riham Elmorshedy,Riham,Elmorshedy,riham.elmorshedy@hotmail.com,Female,1984-12-16,,2025-08-19,,1,,5,5,4,3,43.0
291,Heba Elmaaty,Heba,Elmaaty,heba.elmaaty@gmail.com,Female,1996-07-04,,2015-06-11,,0,,1,2,2,2,14.0
292,Abdullah Masoud,Abdullah,Masoud,abdullah.masoud@outlook.com,Male,1999-05-08,,2022-03-21,,1,,3,2,1,3,23.0
293,Emad El-Gammal,Emad,El-Gammal,emad.el-gammal@yahoo.com,Male,1990-10-09,,2017-05-06,,1,,1,4,1,2,1.0
294,Ragab Tawfik,Ragab,Tawfik,ragab.tawfik@outlook.com,Male,1991-08-18,,2021-09-17,,1,,2,2,2,2,50.0
295,Iqbal Helmy,Iqbal,Helmy,iqbal.helmy@hotmail.com,Female,1995-04-07,,2016-08-26,,1,,4,5,2,1,46.0
296,Ehab Abdelwahab,Ehab,Abdelwahab,ehab.abdelwahab@hotmail.com,Male,2000-11-12,,2015-06-07,2024-07-28,0,,4,5,4,1,14.0
297,Amira Sobhy,Amira,Sobhy,amira.sobhy@yahoo.com,Female,1989-08-20,,2015-08-15,,1,,2,1,1,2,44.0
298,Intisar Ebeid,Intisar,Ebeid,intisar.ebeid@gmail.com,Female,1990-09-04,,2025-09-09,,1,,3,3,1,2,46.0
299,Jannah Yacoub,Jannah,Yacoub,jannah.yacoub@hotmail.com,Female,1986-09-07,,2020-06-17,,1,,5,3,1,1,27.0
300,Moustafa Youssef,Moustafa,Youssef,moustafa.youssef@yahoo.com,Male,1997-12-23,,2017-07-15,,1,,1,3,4,1,50.0
301,Nashwa Elhennawy,Nashwa,Elhennawy,nashwa.elhennawy@yahoo.com,Female,1989-09-13,,2016-06-20,,1,,1,1,4,2,25.0
302,Amr Ramadan,Amr,Ramadan,amr.ramadan@hotmail.com,Male,1998-11-21,,2016-01-23,,1,,1,4,3,1,13.0
303,Nour Fouad,Nour,Fouad,nour.fouad@yahoo.com,Female,1993-01-26,,2020-04-01,2024-04-24,1,,1,1,3,2,36.0
304,Fouad Nassar,Fouad,Nassar,fouad.nassar@outlook.com,Male,1985-12-17,,2015-05-06,2016-07-26,0,,1,3,1,2,20.0
305,Wafaa Elgendy,Wafaa,Elgendy,wafaa.elgendy@icloud.com,Female,1989-09-28,,2015-05-22,,1,,3,5,2,3,48.0
306,Shady Elshafei,Shady,Elshafei,shady.elshafei@outlook.com,Male,1984-05-11,,2025-03-23,,1,,4,4,1,3,14.0
307,Nihal Elgammal,Nihal,Elgammal,nihal.elgammal@outlook.com,Female,1994-07-14,,2018-12-19,,1,,3,5,1,1,16.0
308,Rasheed Shawky,Rasheed,Shawky,rasheed.shawky@yahoo.com,Male,1982-12-28,,2018-03-25,,1,,4,2,1,2,19.0
309,Tawfik Elkholy,Tawfik,Elkholy,tawfik.elkholy@outlook.com,Male,1994-01-23,,2017-12-07,,0,,4,3,3,3,23.0
310,Samira Sleiman,Samira,Sleiman,samira.sleiman@yahoo.com,Female,1994-09-05,,2023-10-26,,0,,4,1,3,1,18.0
311,Hafez Zaghloul,Hafez,Zaghloul,hafez.zaghloul@outlook.com,Male,1990-10-04,,2023-04-12,,0,,5,2,1,1,27.0
312,Ziad Sleiman,Ziad,Sleiman,ziad.sleiman@icloud.com,Male,1997-12-24,,2015-06-05,,1,,5,3,1,2,9.0
313,Sawsan Abdelmalek,Sawsan,Abdelmalek,sawsan.abdelmalek@hotmail.com,Female,1985-07-11,,2023-06-12,,0,,3,3,3,2,6.0
314,Helmy Nagy,Helmy,Nagy,helmy.nagy@gmail.com,Male,1994-09-17,,2021-03-05,,1,,4,1,3,3,39.0
315,Nermeen Elleithy,Nermeen,Elleithy,nermeen.elleithy@outlook.com,Female,1984-12-01,,2024-07-25,,1,,3,1,1,3,36.0
316,Hanan El-Mohandes,Hanan,El-Mohandes,hanan.el-mohandes@outlook.com,Female,1988-09-24,,2025-02-02,,1,,1,5,2,3,44.0
317,Intisar Gomaa,Intisar,Gomaa,intisar.gomaa@gmail.com,Female,1994-05-21,,2021-01-16,,1,,5,5,4,2,34.0
318,Basma Kyrollos,Basma,Kyrollos,basma.kyrollos@hotmail.com,Female,1996-04-15,,2018-01-21,,1,,5,4,1,1,34.0
319,Wael Saqr,Wael,Saqr,wael.saqr@icloud.com,Male,1998-07-23,,2015-10-12,,1,,1,1,2,1,45.0
320,Mahmoud Abdelrahman,Mahmoud,Abdelrahman,mahmoud.abdelrahman@outlook.com,Male,1981-12-25,,2015-03-08,,1,,3,3,3,1,14.0
321,Dalia Sayed,Dalia,Sayed,dalia.sayed@gmail.com,Female,1987-03-24,,2024-03-22,,1,,2,4,4,3,48.0
322,Helmy Labib,Helmy,Labib,helmy.labib@yahoo.com,Male,1982-12-02,,2016-07-23,,1,,2,5,4,1,9.0
323,Mohamed Zarif,Mohamed,Zarif,mohamed.zarif@outlook.com,Male,1992-11-21,,2023-01-19,,1,,3,5,1,1,5.0
324,Kareem Elzayat,Kareem,Elzayat,kareem.elzayat@outlook.com,Male,1999-01-06,,2018-03-18,,0,,2,3,2,1,29.0
325,Nour Abdelwahab,Nour,Abdelwahab,nour.abdelwahab@icloud.com,Female,1992-02-16,,2022-12-10,2023-04-21,0,,1,1,1,3,19.0
326,Zakariya Antoun,Zakariya,Antoun,zakariya.antoun@outlook.com,Male,1997-01-08,,2023-04-24,,1,,4,1,3,2,46.0
327,Hany Zakhary,Hany,Zakhary,hany.zakhary@gmail.com,Male,1983-03-16,,2020-01-17,,1,,4,5,2,1,38.0
328,Zuhair Ibrahim,Zuhair,Ibrahim,zuhair.ibrahim@outlook.com,Male,1992-02-28,,2018-05-10,2020-01-08,1,,3,4,2,3,28.0
329,Reda Rizk,Reda,Rizk,reda.rizk@outlook.com,Male,1981-03-24,,2023-05-07,,1,,5,1,4,2,39.0
330,Bassem Tamim,Bassem,Tamim,bassem.tamim@yahoo.com,Male,1995-06-19,,2015-06-13,,1,,3,3,4,3,17.0
331,Yasmin Abdelmalek,Yasmin,Abdelmalek,yasmin.abdelmalek@outlook.com,Female,1984-09-20,,2023-04-26,,0,,5,4,3,3,47.0
332,Dalia Alaa el-Din,Dalia,Alaa el-Din,dalia.el-din@outlook.com,Female,1999-06-03,,2016-05-07,2025-05-19,0,,3,4,2,1,42.0
333,Malak Fahmy,Malak,Fahmy,malak.fahmy@gmail.com,Female,1988-01-21,,2022-09-05,,1,,5,4,3,3,46.0
334,Amira Tawfiq,Amira,Tawfiq,amira.tawfiq@icloud.com,Female,1985-08-10,,2016-01-01,,1,,2,4,1,2,19.0
335,Mazen Elzahaby,Mazen,Elzahaby,mazen.elzahaby@icloud.com,Male,1984-10-01,,2017-04-11,,0,,3,2,2,2,20.0
336,Inas Farag,Inas,Farag,inas.farag@hotmail.com,Female,1990-04-15,,2021-03-19,,1,,1,5,4,2,22.0
337,Rasha Khalil,Rasha,Khalil,rasha.khalil@icloud.com,Female,1995-10-28,,2016-07-08,,1,,3,1,4,2,14.0
338,Fathy Shenouda,Fathy,Shenouda,fathy.shenouda@yahoo.com,Male,1989-09-22,,2018-10-22,,1,,1,5,4,3,8.0
339,Ibrahim El-Kordy,Ibrahim,El-Kordy,ibrahim.el-kordy@outlook.com,Male,1998-12-18,,2020-01-16,,1,,3,1,4,3,10.0
340,Sondos Zaghloul,Sondos,Zaghloul,sondos.zaghloul@icloud.com,Female,1997-12-08,,2016-09-19,2018-12-06,0,,1,1,3,3,3.0
341,Sabah Abdelnabi,Sabah,Abdelnabi,sabah.abdelnabi@hotmail.com,Female,1991-02-28,,2015-02-03,,1,,4,1,2,1,18.0
342,Alia Girgis,Alia,Girgis,alia.girgis@icloud.com,Female,1999-01-16,,2021-12-04,,1,,1,2,4,2,41.0
343,Jamila Rafla,Jamila,Rafla,jamila.rafla@icloud.com,Female,1981-11-24,,2019-05-02,,0,,5,4,3,2,23.0
344,Ismail Nosseir,Ismail,Nosseir,ismail.nosseir@yahoo.com,Male,1994-02-21,,2025-07-27,,1,,4,2,1,1,23.0
345,Noor Wassef,Noor,Wassef,noor.wassef@icloud.com,Female,1988-06-28,,2019-03-19,,0,,3,3,2,1,31.0
346,Warda Nassar,Warda,Nassar,warda.nassar@icloud.com,Female,1995-05-01,,2019-10-19,,0,,5,1,3,3,25.0
347,Rola Nakhla,Rola,Nakhla,rola.nakhla@gmail.com,Female,1980-03-13,,2017-08-02,,1,,2,1,4,1,6.0
348,Yasser El-Tabei,Yasser,El-Tabei,yasser.el-tabei@icloud.com,Male,1996-07-20,,2023-02-01,,0,,4,4,2,3,7.0
349,Nouran Abdelhakim,Nouran,Abdelhakim,nouran.abdelhakim@icloud.com,Female,2000-03-18,,2020-11-24,,1,,3,1,1,2,46.0
350,Nour El-Din,Nour,El-Din,nour.el-din@icloud.com,Female,1983-02-19,,2019-11-24,,1,,4,3,3,1,21.0
351,Ziad Elsayed,Ziad,Elsayed,ziad.elsayed@gmail.com,Male,1986-01-28,,2021-05-21,,1,,2,2,3,2,34.0
352,Sondos Basily,Sondos,Basily,sondos.basily@yahoo.com,Female,1990-05-21,,2020-04-06,,1,,1,3,4,1,2.0
353,Shady Elmansy,Shady,Elmansy,shady.elmansy@gmail.com,Male,1986-01-23,,2023-04-02,,1,,4,3,1,3,32.0
354,Abdelhamid Samir,Abdelhamid,Samir,abdelhamid.samir@icloud.com,Male,1991-08-01,,2023-08-27,,1,,3,1,3,1,23.0
355,Khaled Zohny,Khaled,Zohny,khaled.zohny@outlook.com,Male,1996-11-23,,2024-08-15,,1,,5,5,4,3,36.0
356,Moustafa El-Nahas,Moustafa,El-Nahas,moustafa.el-nahas@hotmail.com,Male,1993-12-11,,2016-04-16,,0,,4,1,2,3,48.0
357,Widad Girgis,Widad,Girgis,widad.girgis@icloud.com,Female,1980-01-02,,2024-07-24,,1,,3,2,3,2,7.0
358,Abdelwahab Masoud,Abdelwahab,Masoud,abdelwahab.masoud@icloud.com,Male,1982-09-03,,2017-03-23,,1,,1,5,2,1,30.0
359,Inas Fathy,Inas,Fathy,inas.fathy@hotmail.com,Female,1982-02-28,,2023-01-02,,1,,3,3,3,3,6.0
360,Yasmin Abdelmalek,Yasmin,Abdelmalek,yasminabdelmalek@outlook.com,Female,1991-07-23,,2025-04-20,,0,,2,4,3,1,43.0
361,Kareem Ibrahim,Kareem,Ibrahim,kareem.ibrahim@gmail.com,Male,1995-10-12,,2017-01-03,,1,,4,1,4,3,30.0
362,Ramy Gad,Ramy,Gad,ramy.gad@outlook.com,Male,1995-08-26,,2025-06-14,,1,,3,5,2,3,12.0
363,Noha Ali,Noha,Ali,noha.ali@icloud.com,Female,1998-12-08,,2020-10-09,,1,,4,1,4,2,36.0
364,Mai Abdelnabi,Mai,Abdelnabi,mai.abdelnabi@hotmail.com,Female,1998-07-22,,2016-11-12,,1,,4,2,4,1,44.0
365,Iqbal Elshafei,Iqbal,Elshafei,iqbal.elshafei@outlook.com,Female,1985-07-09,,2016-03-22,,1,,1,5,2,3,10.0
366,Ebtisam Saeed,Ebtisam,Saeed,ebtisam.saeed@outlook.com,Female,1999-06-18,,2020-09-16,,1,,3,2,4,1,8.0
367,Ibrahim Talaat,Ibrahim,Talaat,ibrahim.talaat@icloud.com,Male,1982-10-17,,2016-05-27,,1,,4,2,2,3,46.0
368,Layan Moussa,Layan,Moussa,layan.moussa@hotmail.com,Female,1998-08-03,,2016-08-16,,1,,4,3,4,1,33.0
369,Doaa Rafla,Doaa,Rafla,doaa.rafla@yahoo.com,Female,1993-05-08,,2020-08-27,,0,,3,4,3,1,13.0
370,Omar El-Khayyat,Omar,El-Khayyat,omar.el-khayyat@yahoo.com,Male,1981-05-13,,2018-02-03,,1,,1,5,1,2,15.0
371,Jamila Qandil,Jamila,Qandil,jamila.qandil@yahoo.com,Female,1987-01-06,,2024-08-11,,0,,4,2,4,1,8.0
372,Layla Fathy,Layla,Fathy,layla.fathy@hotmail.com,Female,1994-08-27,,2015-01-10,,1,,2,4,3,3,6.0
373,Mervat Abdelhameed,Mervat,Abdelhameed,mervat.abdelhameed@hotmail.com,Female,1991-01-19,,2017-01-04,,1,,3,3,3,3,41.0
374,Sara Abdelnasser,Sara,Abdelnasser,sara.abdelnasser@icloud.com,Female,1989-09-03,,2016-04-25,,1,,5,4,1,1,22.0
375,Jannah Rafla,Jannah,Rafla,jannah.rafla@yahoo.com,Female,2000-08-11,,2025-10-18,,1,,3,2,4,2,3.0
376,Kawkab Elbeshbishy,Kawkab,Elbeshbishy,kawkab.elbeshbishy@outlook.com,Female,1987-07-11,,2025-06-12,,1,,3,1,4,1,35.0
377,Raouf El-Araby,Raouf,El-Araby,raouf.el-araby@outlook.com,Male,1984-05-09,,2020-07-10,,1,,5,4,3,3,40.0
378,Iman Abu Zeid,Iman,Abu Zeid,iman.zeid@yahoo.com,Female,1992-04-18,,2020-12-24,,1,,5,1,3,2,25.0
379,Doaa Said,Doaa,Said,doaa.said@gmail.com,Female,1981-07-12,,2016-04-15,,1,,3,3,1,1,30.0
380,Yara Nagy,Yara,Nagy,yara.nagy@yahoo.com,Female,1982-08-16,,2017-12-14,,1,,1,2,4,1,44.0
381,Sara Zeidan,Sara,Zeidan,sara.zeidan@yahoo.com,Female,1987-05-09,,2018-11-06,2020-07-04,0,,4,3,3,1,44.0
382,Fahmy Zayed,Fahmy,Zayed,fahmy.zayed@gmail.com,Male,1997-08-02,,2024-12-14,,0,,5,5,1,3,15.0
383,Sawsan Soliman,Sawsan,Soliman,sawsan.soliman@hotmail.com,Female,1993-06-17,,2015-04-26,,1,,5,4,1,3,34.0
